Column1,company,experience,min_exp,max_exp,salary,location,joblisted(days_ago),postedin,rating,reviews_count,details,salary_data_provide_by,base_salary,max_salary,salary_disclosed,Exp_Pattern
Data Analyst,Nureca Limited,4-6 Yrs,4,6,₹ 3.5 - 6L/yr,Chandigarh,11,Naukri,4.4,123,"Google Sheets, G Suite, Google Apps Script",Salary Listed by Company,350000,600000,1,Range (X-Y yrs)
Manager - Data Analyst,Murugappa Group,5-10 Yrs,5,10,₹ 10 - 15L/yr,Chennai,25,Naukri,4,237,"tableau, Power BI, Data Analytics",Salary Listed by Company,1000000,1500000,1,Range (X-Y yrs)
Content Designer,Acko General,3-4 Yrs,3,4,Not Disclosed,Bangalore / Bengaluru,3,Naukri,3.8,390,"Analytical skills, Copy writing, digital campaigns",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Associate,Pricewaterhouse Coopers Private Limited,4-7 Yrs,4,7,₹ 6 - 17.46L/yr (AmbitionBox estimate),Kolkata,24,Naukri,3.5,7500,"Stakeholder Engagement, Consulting, Data Analyst",Estimated by Ambition Box,600000,1746000,1,Range (X-Y yrs)
Data Analyst,Cimpress,3-8 Yrs,3,8,Not Disclosed,Mumbai,18,Naukri,3.9,266,"macros, data analysis, data management",Unknown,360000,1330000,0,Range (X-Y yrs)
Advanced Data Analyst,Honeywell,7-8 Yrs,7,8,Not Disclosed,Hyderabad / Secunderabad,23,Naukri,4,346,"Order management, Procurement, Business process",Unknown,360000,1330000,0,Range (X-Y yrs)
PLM Data Analyst,Syngenta Global,8-10 Yrs,8,10,Not Disclosed,Pune,30,Naukri,4.2,780,"Analytical, PLM, Pharma",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior data analyst,Spice Money,4-8 Yrs,4,8,Not Disclosed,Remote,5,Naukri,4,273,"Excel, Coding, Senior Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Spice Money,2-5 Yrs,2,5,Not Disclosed,Noida,5,Naukri,4,273,"Excel, Coding, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Compensation And Benefits Specialist,Ace Creative Learning,4-7 Yrs,4,7,Not Disclosed,Bangalore / Bengaluru,5,Naukri,4,113,"Payroll, Data Analyst in Payroll, MIS",Unknown,360000,1330000,0,Range (X-Y yrs)
MSCI - Index Input Data Analyst/Associate (1-6 yrs),MSCI,1-6 Yrs,1,6,Not Disclosed,Mumbai,10,iimjobs,4.1,221,"Data Analytics, Reference Data, CFA",Unknown,340000,1200000,0,Range (X-Y yrs)
Data Analyst cum Business Analyst,Kauvery Hospital,3-8 Yrs,3,8,Not Disclosed,Chennai,8,Naukri,4,292,"Business Intelligence, Business Consulting, statistical tools",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Power BI (5-8 yrs),SGS Technical Services Pvt. Ltd,5-8 Yrs,5,8,Not Disclosed,Pune,30,hirist,3.9,1400,"Data Analytics, Power BI, Data Visualization",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst / MIS Executive,Echobooom Management,0-1 Yrs,0,1,₹ 0.5 - 2.5L/yr,Mumbai,3,Naukri,3.9,529,"excel, reports, data",Salary Listed by Company,50000,250000,1,Range (X-Y yrs)
Hiring For Data Analyst,Xceedance,4-6 Yrs,4,6,₹ 15 - 20L/yr,"Pune, Bangalore Rural, Gurgaon / Gurugram",3,Naukri,3.7,578,"Redshift Db, Data Warehousing, ETL",Salary Listed by Company,1500000,2000000,1,Range (X-Y yrs)
Senior Data Analyst,Morningstar India (P) Ltd.,2-7 Yrs,2,7,Not Disclosed,Mumbai,19,Naukri,3.9,928,"Administration, Manager Quality Assurance, Publishing",Unknown,550000,800000,0,Range (X-Y yrs)
Hr Data Analyst,O P Jindal Global University (JGU),7-12 Yrs,7,12,Not Disclosed,Sonipat,3,Naukri,4,157,"HR MIS, Excel Dashboards, Data Analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,CMS Computers Ltd,9-12 Yrs,9,12,Not Disclosed,"Delhi/Ncr, New Delhi",11,Naukri,3.9,537,"Power Bi, Statistical Modeling, Data Visualization",Unknown,360000,1330000,0,Range (X-Y yrs)
ESG Data Analyst,Equinix,3-4 Yrs,3,4,Not Disclosed,Bangalore / Bengaluru,2,Naukri,4.1,33,"Analytical skills, Excel, Software packages",Unknown,360000,1330000,0,Range (X-Y yrs)
NIIT is Urgently hiring  Data Analyst(Gurgaon),NIIT,5-10 Yrs,5,10,₹ 3 - 5.5L/yr,Gurgaon / Gurugram,11,Naukri,3.7,1200,"Data Management, Mis Analysis, Data Analysis",Salary Listed by Company,300000,550000,1,Range (X-Y yrs)
Data Analyst,SKF TECHNOLOGIES (INDIA) PRIVATE LIMITED,5-10 Yrs,5,10,Not Disclosed,Bangalore / Bengaluru,16,Naukri,4,929,"Data analysis, Excel, SAS",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Myntra.com,1-3 Yrs,1,3,₹ 4 - 18L/yr (AmbitionBox estimate),Bangalore / Bengaluru,16,Naukri,4,1700,"Customer acquisition, Associate Data Analyst, Reconciliation",Estimated by Ambition Box,400000,1800000,1,Range (X-Y yrs)
Technical Consultant - Tableau,Salesforce,3-8 Yrs,3,8,Not Disclosed,"Pune, Bangalore / Bengaluru, Gurgaon / Gurugram
													+2 more",30,Naukri,4.1,714,"tableau, Data modeling, Agile development",Unknown,360000,1330000,0,Range (X-Y yrs)
"Data Visualization Analyst - TRAI , Delhi",National Institute for Smart Government (NISG),6-11 Yrs,6,11,₹ 10 - 20L/yr,New Delhi,10,Naukri,3.8,183,"Data analyst, Data Analysis, Data Visualization",Salary Listed by Company,1000000,2000000,1,Range (X-Y yrs)
Data Analyst,Clairvoyant India Pvt. Ltd,2-6 Yrs,2,6,Not Disclosed,"Pune, Hyderabad / Secunderabad",2,Naukri,4,73,"Data management, Analytical, Schema",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Tableau Developer & Data Analyst,Siemens Limited,3-6 Yrs,3,6,Not Disclosed,Pune,30,Naukri,4.2,4200,"Analytics, SQL, Consulting",Unknown,500000,980000,0,Range (X-Y yrs)
Associate-Data Analyst (Cost Optimisation),Delhivery,0-4 Yrs,0,4,Not Disclosed,"Delhi/Ncr, Bangalore Rural",30,Naukri,3.9,5300,"Data Analysis, Cost Optimization, Variance Analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Associate Data Analyst- FPM,CAE Inc.,1-2 Yrs,1,2,Not Disclosed,Bangalore / Bengaluru,23,Naukri,4.3,36,"Analytical skills, data services, Document review",Unknown,360000,1330000,0,Range (X-Y yrs)
99acres is hiring For MIS / Data analyst,Info Edge,3-5 Yrs,3,5,₹ 4.5 - 7L/yr,Noida,27,Naukri,4,1700,"Pivot Table, Power Bi, VLOOKUP",Salary Listed by Company,450000,700000,1,Range (X-Y yrs)
Data Analyst,DTDC Express,3-7 Yrs,3,7,Not Disclosed,Delhi/Ncr,27,Naukri,3.8,2500,"Data Management, Data Analysis, Advanced Excel",Unknown,360000,1330000,0,Range (X-Y yrs)
Capco - Senior Data Analyst - Python/PySpark (8-10 yrs),Capco Technologies Pvt Ltd,8-10 Yrs,8,10,Not Disclosed,"Bangalore / Bengaluru, Hyderabad / Secunderabad, Pune",14,hirist,3.7,424,"Data Analyst, Python, PySpark",Unknown,680000,925000,0,Range (X-Y yrs)
Prop Solution - Senior Manager/Assistant General Manager - Data Analyst (2-4 yrs),Prop Solutions4U Pvt Ltd,2-4 Yrs,2,4,Not Disclosed,Navi Mumbai,20,iimjobs,4.6,41,"Analytics, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,PlanetSpark,1-4 Yrs,1,4,₹ 6 - 8L/yr,Gurgaon / Gurugram,6,Naukri,3.7,1700,"EDA, Insights, Power Bi",Salary Listed by Company,600000,800000,1,Range (X-Y yrs)
Reference Data Analyst,DEUTSCHE BANK AG,10-12 Yrs,10,12,Not Disclosed,Bangalore / Bengaluru,30,Naukri,4,2900,"Modification, People management, Clearing Data Quality",Unknown,470000,600000,0,Range (X-Y yrs)
"Reference Data Analyst, NCT",DEUTSCHE BANK AG,3-5 Yrs,3,5,₹ 4.7 - 6L/yr (AmbitionBox estimate),Jaipur,30,Naukri,4,2900,"derivatives, data analysis, Fixed income cash",Estimated by Ambition Box,470000,600000,1,Range (X-Y yrs)
Tata AIG - Chief Manager - Data Analyst (3-7 yrs),TATA AIG,3-7 Yrs,3,7,Not Disclosed,Mumbai,30,iimjobs,4.1,2300,"Analytics, Data Analytics, Data Management",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Financial Data Analyst,Moody's Analytics,1-3 Yrs,1,3,Not Disclosed,Bangalore / Bengaluru,17,Naukri,3.8,231,"structured finance, Financial Data Analyst, credit analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
"Data Analyst - Andheri,Mumbai @A.T.E.HUBER Envirotech Private Limited.",A T E Enterprises,0-2 Yrs,0,2,₹ 4 - 5L/yr,Mumbai,5,Naukri,4,96,"Data Management, Data Analysis, Data Extraction",Salary Listed by Company,400000,500000,1,Range (X-Y yrs)
Senior Data Analyst,Tek Travels,15-22 Yrs,15,22,Not Disclosed,Gurgaon / Gurugram,2,Naukri,3.8,48,"Power Bi, Reports And Dashboards, Tableau",Unknown,360000,1330000,0,Range (X-Y yrs)
ImpactGuru - Senior Data Analyst (3-4 yrs),Impact Guru Technology Ventures Pvt Ltd,3-4 Yrs,3,4,Not Disclosed,Mumbai,18,hirist,4.1,333,"Data Analyst, Data Analytics, Dashboard Design",Unknown,360000,1330000,0,Range (X-Y yrs)
ImpactGuru - Senior Data Analyst (2-4 yrs),Impact Guru Technology Ventures Pvt Ltd,2-4 Yrs,2,4,Not Disclosed,Mumbai,18,hirist,4.1,333,"Data Analyst, SQL, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Impact Guru - Senior Data Analyst (3-4 yrs),Impact Guru Technology Ventures Pvt Ltd,3-4 Yrs,3,4,Not Disclosed,Mumbai,18,iimjobs,4.1,333,"Tableau, Data Analytics, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
AME Data Analyst,Garrett Advancing Motion,3-8 Yrs,3,8,Not Disclosed,Pune,3,Naukri,3.5,73,"Computer science, Test strategy, agile project management",Unknown,360000,1330000,0,Range (X-Y yrs)
"Senior Data Analyst- Business Analyst(Data & Analytics), Cloud",InfoStretch Corporation (India) Pvt. Ltd,6-9 Yrs,6,9,Not Disclosed,Hyderabad / Secunderabad,9,Naukri,3.4,891,"metadata, python, data management",Unknown,360000,1330000,0,Range (X-Y yrs)
Big Data Engineer,Hexaware Technologies Ltd.,8-9 Yrs,8,9,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",26,Naukri,3.6,5000,"Investment products, tableau, Excel",Unknown,360000,1330000,0,Range (X-Y yrs)
Impact Guru - Data Analyst - SQL/SAS/R (2-4 yrs),Impact Guru,2-4 Yrs,2,4,Not Disclosed,Mumbai,19,hirist,4.1,333,"Data Analyst, SQL, SAS",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr Advanced Data Analyst,Honeywell,8-12 Yrs,8,12,Not Disclosed,Bangalore / Bengaluru,30,Naukri,4,346,"Procurement, ERP, Business objects",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst(Azure) opportunity with Hexaware!!!!,Hexaware Technologies,4-9 Yrs,4,9,Not Disclosed,"Chennai, Pune, Bangalore / Bengaluru",27,Naukri,3.6,5000,"python, power bi, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Bangalore,Protiviti India,1-2 Yrs,1,2,Not Disclosed,Bangalore / Bengaluru,3,Naukri,3.4,296,"Excel, Power Bi, Tableau",Unknown,600000,1000000,0,Range (X-Y yrs)
Sr Data Analyst,Gartner,4-9 Yrs,4,9,Not Disclosed,Gurgaon / Gurugram,30,Naukri,4.1,458,"Recruitment, Data analysis, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Godrej Agrovet,1-3 Yrs,1,3,₹ 3.5 - 4.5L/yr,"Bangalore / Bengaluru, Hyderabad / Secunderabad",15,Naukri,3.7,951,"Data Validation, Countif, Power Bi",Salary Listed by Company,350000,450000,1,Range (X-Y yrs)
Data Analyst,Lloyds Metals and Energy(LMEL),1-6 Yrs,1,6,Not Disclosed,Nagpur,8,Naukri,3.9,104,"marketing, operations, data",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst Intern,Webindia Inc,0-1 Yrs,0,1,₹ 0.5 - 1.75L/yr,Ahmedabad,16,Naukri,4.3,43,"Data Presentation, Data Manipulation, Data Management",Salary Listed by Company,50000,175000,1,Range (X-Y yrs)
Data Modeller,Tekgence,9-14 Yrs,9,14,Not Disclosed,"Chennai, Bangalore / Bengaluru",2,Naukri,4.1,25,"Data Modeling, ERwin, data analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Modeller,Tekgence,9-14 Yrs,9,14,Not Disclosed,"Chennai, Bangalore / Bengaluru",2,Naukri,4.1,25,"Data Modeling, ERwin, data analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Sales Operations Data (4-10 yrs),Antal Internationals Network,4-10 Yrs,4,10,Not Disclosed,Chennai,4,iimjobs,3.6,86,"Data Analytics, Analytics, Sales Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Citco,2-5 Yrs,2,5,Not Disclosed,Hyderabad / Secunderabad,4,Naukri,3.1,699,"Data management, Corporate governance, Service industry",Unknown,360000,1330000,0,Range (X-Y yrs)
HSSE Q&R Data Analyst,SBM Nauvata Pvt. Ltd.,3-10 Yrs,3,10,Not Disclosed,Bangalore / Bengaluru,3,Naukri,4,27,"Computer science, Data management, Renewable energy",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Ignitho Technologies (India) Pvt.Ltd,4-9 Yrs,4,9,Not Disclosed,Chennai,6,Naukri,4,37,"Data analysis, Business analysis, Database management",Unknown,360000,1330000,0,Range (X-Y yrs)
BI Data Analyst,"ATMECS Technologies Pvt., Ltd.",5-8 Yrs,5,8,Not Disclosed,Hyderabad / Secunderabad,5,Naukri,3.4,197,"Data analysis, Manager Quality Assurance, SAS",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst -Powertrain || Bangalore,GlobalLogic,5-10 Yrs,5,10,Not Disclosed,Pune,30,Naukri,3.7,3800,"python, data analysis, process analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Lifecell,3-5 Yrs,3,5,₹ 2 - 4.5L/yr,Chennai,10,Naukri,3.5,547,"Power Bi, Mis Analysis, Data Analysis",Salary Listed by Company,200000,450000,1,Range (X-Y yrs)
Genpact - Data Analyst - Python - Predictive Analytics (7-10 yrs),Genpact Enterprise Risk Consulting,7-10 Yrs,7,10,Not Disclosed,"Pune, Gurgaon / Gurugram",5,iimjobs,3.7,45,"Analytics, Predictive Analytics, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Urgent Requirement For Data Analyst in HR & Training,Utkarsh Small Finance Bank,3-7 Yrs,3,7,Not Disclosed,Varanasi,27,Naukri,3.9,2700,"Data Handling, Attrition Analysis, PMS",Unknown,360000,1330000,0,Range (X-Y yrs)
Specialist - Investments,Marsh &amp;amp; McLennan Companies,2-4 Yrs,2,4,₹ 4 - 8.83L/yr (AmbitionBox estimate),"Pune, Mumbai",30,Naukri,4,558,"Data analysis, Front office, Data management",Estimated by Ambition Box,400000,883000,1,Range (X-Y yrs)
Data Analyst,Mediplus,3-5 Yrs,3,5,₹ 3.5 - 6L/yr,Delhi/Ncr,17,Naukri,4.2,56,"Data Management, Data Analysis, Data Analytics",Salary Listed by Company,350000,600000,1,Range (X-Y yrs)
Data Analyst,Rage Communications Pvt. Ltd.,2-3 Yrs,2,3,Not Disclosed,Chennai,2,Naukri,3.9,29,"project management, BigQuery, Google Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Business Analyst,NIIT,1-3 Yrs,1,3,₹ 7.5 - 12L/yr,Gurgaon / Gurugram,25,Naukri,3.7,1200,"Google Data Studio, Data analyst, Advance Excel",Salary Listed by Company,750000,1200000,1,Range (X-Y yrs)
Senior Data Analyst (Argus Database & Oracle BI Publisher),EVERSANA India Pvt. Ltd,7-12 Yrs,7,12,₹ 13.5 - 15L/yr (AmbitionBox estimate),Pune,13,Naukri,3.7,122,"Argus Safety, Bi Publisher, Oracle Argus",Estimated by Ambition Box,1350000,1500000,1,Range (X-Y yrs)
MIS / Data Analyst - ABDM (NHA) -Chandigarh,National Institute for Smart Government (NISG),3-8 Yrs,3,8,₹ 4 - 6L/yr,Chandigarh,24,Naukri,3.8,183,"Healthcare, Data Analyst, EHR",Salary Listed by Company,400000,600000,1,Range (X-Y yrs)
Hiring Chemical Data Analyst,Straive,2-7 Yrs,2,7,Not Disclosed,Chennai,26,Naukri,3.5,1500,"ChemDraw, Patient analysis, Articles",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Astral Adhesives,1-3 Yrs,1,3,Not Disclosed,Ahmedabad,2,Naukri,4.3,683,"Data Modelling, Data Extraction, Data Cleansing",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr. Data Analyst,Aeries Technology Group,5-10 Yrs,5,10,Not Disclosed,Bangalore / Bengaluru,4,Naukri,3.5,255,"Data analysis, Business analytics, Analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,ICICI Lombard,3-8 Yrs,3,8,₹ 5 - 15L/yr,Mumbai,30,Naukri,3.8,3900,"Excel, Power Bi, SAAS",Salary Listed by Company,500000,1500000,1,Range (X-Y yrs)
Urgently Required Data Analyst For Logistic Industry in Noida,Sugam Parivahan,2-5 Yrs,2,5,₹ 4 - 5L/yr,Noida,19,Naukri,3.8,145,"Data Analysis, Data Quality Management",Salary Listed by Company,400000,500000,1,Range (X-Y yrs)
Data Analyst - Python/Business Intelligence (3-10 yrs),ATech,3-10 Yrs,3,10,Not Disclosed,"Hyderabad / Secunderabad, Jaipur, Rajasthan
													+4 more",3,hirist,4,19,"Data Analyst, Data Science, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,CSM Technologies,8-12 Yrs,8,12,Not Disclosed,New Delhi,30,Naukri,4.5,579,"Coding, Data Analyst, data visualization",Unknown,360000,1330000,0,Range (X-Y yrs)
Airtel - Senior Lead Data Analyst (6-12 yrs),Airtel,6-12 Yrs,6,12,Not Disclosed,Gurgaon / Gurugram,30,iimjobs,4,12200,"Data Analytics, Analytics, Consulting - Telecom",Unknown,360000,1330000,0,Range (X-Y yrs)
Supply Chain Reporting Data Analyst,Alcon Pharmaceuticals Pvt. Ltd.,2-7 Yrs,2,7,Not Disclosed,Bangalore / Bengaluru,30,Naukri,3.7,366,"Troubleshooting, Recruitment, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Junior Data Analyst,Citco,1-2 Yrs,1,2,Not Disclosed,Hyderabad / Secunderabad,10,Naukri,3.1,699,"Junior Analyst, Training, Corporate governance",Unknown,360000,1330000,0,Range (X-Y yrs)
Marketing Data Analyst,Foodlink Services,2-3 Yrs,2,3,₹ 6 - 7.5L/yr,Mumbai,19,Naukri,4,84,"Marketing Campaigns, Market Research And Analysis, Pricing Strategy",Salary Listed by Company,600000,750000,1,Range (X-Y yrs)
Lead Data Analyst - Business Intelligence (10-15 yrs),ABC Consultants,10-15 Yrs,10,15,Not Disclosed,Bangalore / Bengaluru,18,hirist,3.8,309,"Data Analyst, Data Analytics, Tableau",Unknown,360000,1330000,0,Range (X-Y yrs)
Market Data Analyst,Pentair,7-12 Yrs,7,12,Not Disclosed,Noida,30,Naukri,4,89,"Predictive Modeling, Power BI, SAS",Unknown,360000,1330000,0,Range (X-Y yrs)
"Data Analyst (Tableau, SQL, AWS, Python)",OSI Digital,4-8 Yrs,4,8,Not Disclosed,Hyderabad / Secunderabad,11,Naukri,3.6,99,"Tableau, AWS, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Hiring For Power BI Support !,NOVAC,4-9 Yrs,4,9,Not Disclosed,Navi Mumbai,30,Naukri,4,370,"MIS Preparation, Loan Origination, Power Bi",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst Lead / Manager,Wellthy  Therapeutics,8-12 Yrs,8,12,₹ 25 - 37.5L/yr,Mumbai,5,Naukri,3.8,43,"Power BI, DATA DRIVEN, Data Visualization",Salary Listed by Company,2500000,3750000,1,Range (X-Y yrs)
Data Analyst,Speridian Technologies,4-6 Yrs,4,6,₹ 2 - 4.5L/yr (AmbitionBox estimate),Cochin/Ernakulam/Kochi,16,Naukri,3.5,251,"Azure Synapse, Azure Data Factory, Elastic Search",Estimated by Ambition Box,200000,450000,1,Range (X-Y yrs)
Senior Executive - Data Analyst,VIACOM 18 MEDIA PRIVATE LIMITED,2-4 Yrs,2,4,Not Disclosed,Mumbai,10,Naukri,3.7,74,"Computer science, Data analysis, Social media",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Morepen Laboratories,0-2 Yrs,0,2,₹ 2 - 5L/yr,Mumbai,25,Naukri,4,334,"Data Transformation, Data Analysis, Data Mining",Salary Listed by Company,200000,500000,1,Range (X-Y yrs)
Wipro Consumer Care - Data Analyst - Internal Audit Department (2-4 yrs),Wipro Consumer Care & Lighting,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,30,iimjobs,3.9,2300,"Data Warehousing, Data Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Wipro Consumer Care - Data Analyst - Internal Audit Department (2-4 yrs),Wipro Consumer Care & Lighting,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,30,iimjobs,3.9,2300,"Data Analytics, Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Sumeru Digital Solutions,2-6 Yrs,2,6,Not Disclosed,Bangalore / Bengaluru,6,Naukri,4.6,7,Data Analyst,Unknown,360000,1330000,0,Range (X-Y yrs)
Clinical Data Analyst,CBCC Global Research,1-3 Yrs,1,3,Not Disclosed,Ahmedabad,3,Naukri,4.6,28,"clinical Data Co-ordinator, Data Validation, EDC",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Phenompeople,4-9 Yrs,4,9,Not Disclosed,Hyderabad / Secunderabad,30,Naukri,4.2,270,"Healthcare, Analytics, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Better - Data Analyst (2-4 yrs),BMTG Advisors India Private Limited,2-4 Yrs,2,4,Not Disclosed,Remote,12,iimjobs,3,725,"Data Analytics, Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst Trainer,Fortune Cloud Technologies,1-2 Yrs,1,2,₹ 2.25 - 3.75L/yr,Pune,3,Naukri,4.4,56,"Data Anlalytics, Power Bi, Data science",Salary Listed by Company,225000,375000,1,Range (X-Y yrs)
Messaging Trust Data Analyst,Syniverse Technologies Services India Pvt. Ltd.,2-7 Yrs,2,7,Not Disclosed,"Bangalore / Bengaluru, Hyderabad / Secunderabad",6,Naukri,3.3,111,"data analysis, data science, business writing",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst II,SE2 Digital Service LLP,4-5 Yrs,4,5,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",11,Naukri,3.5,85,"Data analysis, Analytical, Workforce planning",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - 1,Capillary Technologies India Pvt. Ltd.,2-5 Yrs,2,5,Not Disclosed,Bangalore / Bengaluru,12,Naukri,3.5,173,"Statistical programming, Automation, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Tableau Data Analyst,Apps Associates (I) Pvt. Ltd,5-7 Yrs,5,7,Not Disclosed,Hyderabad / Secunderabad,21,Naukri,3.9,137,"ERP, Azure Cloud, Snowflake",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst  - SQL (1-11 yrs),A Tech India,1-11 Yrs,1,11,Not Disclosed,"Bangalore / Bengaluru, Chennai, Goa
													+6 more",10,iimjobs,4,19,"Data Analytics, Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Content Data Analyst,GHX INDIA PRIVATE LIMITED,1-6 Yrs,1,6,Not Disclosed,Hyderabad / Secunderabad,4,Naukri,3.8,15,"medical, python, data management",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Power BI/Data Analyst,Arcadis Consulting India Pvt. Ltd,7-10 Yrs,7,10,Not Disclosed,Bangalore / Bengaluru,30,Naukri,4.2,191,"SQL, Python, Production support",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Launch It Consulting,6-10 Yrs,6,10,Not Disclosed,Hyderabad / Secunderabad,12,Naukri,3.5,56,"Power Bi, Data Analysis, SQL Queries",Unknown,360000,1330000,0,Range (X-Y yrs)
Master Data Analyst,Saasvaap,3-8 Yrs,3,8,Not Disclosed,"Thiruvananthapuram, Cochin/Ernakulam/Kochi, Bangalore / Bengaluru",27,Naukri,4.2,65,"data analysis, data modeling, PowerDesigner",Unknown,360000,1330000,0,Range (X-Y yrs)
Snapmint - Data Analyst (0-1 yrs),Snapmint,0-1 Yrs,0,1,Not Disclosed,"Mumbai, Bangalore / Bengaluru",11,iimjobs,3.9,27,"Python, SQL, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Python/Power BI (3-5 yrs),Golden Eagle IT Technologies Pvt Ltd.,3-5 Yrs,3,5,Not Disclosed,Indore,17,hirist,4.3,15,"Data Analyst, Data Analytics, Power BI",Unknown,360000,1330000,0,Range (X-Y yrs)
